timestamp,company,level,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,tag,basesalary,stockgrantvalue,bonus,gender,otherdetails,cityid,dmaid,rowNumber,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic,Race,Education
5/5/2018 14:17:39,Facebook,L5,Software Engineer,230000,London, EN, United Kingdom,5,1,NA,134000,69000,27000,Male,NA,12008,0,577,0,0,0,0,0,0,0,0,0,0,NA,NA
5/8/2018 2:10:51,Facebook,E6,Software Engineer,470000,Menlo Park, CA,7,3,NA,215000,0,0,Male,NA,7300,807,588,0,0,0,0,0,0,0,0,0,0,NA,NA
5/20/2018 7:57:26,Facebook,L6,Product Manager,514000,Menlo Park, CA,15,0,NA,220000,250000,44000,Male,NA,7300,807,690,0,0,0,0,0,0,0,0,0,0,NA,NA
6/5/2018 14:48:31,Facebook,E4,Software Engineer,270000,San Francisco, CA,3.5,0,NA,160000,90000,20000,Male,Sign on: 100K,7419,807,822,0,0,0,0,0,0,0,0,0,0,NA,NA
6/5/2018 23:12:37,Facebook,E4,Software Engineer,209000,Menlo Park, CA,8,0,Web Development (Front-End),140000,55000,14000,Male,NA,7300,807,829,0,0,0,0,0,0,0,0,0,0,NA,NA
6/11/2018 17:11:08,Facebook,E6,Software Engineer,511000,New York, NY,10,5,iOS,0,0,0,Male,NA,10182,501,884,0,0,0,0,0,0,0,0,0,0,NA,NA
6/15/2018 8:30:58,Facebook,E4,Software Engineer,310000,Boston, MA,5,0,ML / AI,140000,155000,14000,Male,NA,8816,506,923,0,0,0,0,0,0,0,0,0,0,NA,NA
6/15/2018 19:48:21,Facebook,E4,Software Engineer,250000,Menlo Park, CA,5,0,Full Stack,160000,300000,1600,NA,NA,7300,807,928,0,0,0,0,0,0,0,0,0,0,NA,NA
6/17/2018 11:39:38,Facebook,5,Data Scientist,370000,Seattle, WA,8,3,NA,190000,140000,40000,Male,NA,11527,819,938,0,0,0,0,0,0,0,0,0,0,NA,NA
6/17/2018 20:52:03,Facebook,E3,Software Engineer,95000,Singapore, SG, Singapore,4,0,Full Stack,78000,15000,8000,Male,NA,17912,0,943,0,0,0,0,0,0,0,0,0,0,NA,NA
7/5/2018 13:43:39,Facebook,IC5,Data Scientist,225000,Menlo Park, CA,11,6,NA,155000,0,0,NA,NA,7300,807,1062,0,0,0,0,0,0,0,0,0,0,NA,NA
7/11/2018 9:14:42,Facebook,E5,Software Engineer,390000,Seattle, WA,17,1,API Development (Back-End),192000,120000,29000,Male,NA,11527,819,1093,0,0,0,0,0,0,0,0,0,0,NA,NA
7/12/2018 7:07:37,Facebook,E6,Software Engineer,660000,Menlo Park, CA,10,5,Full Stack,210000,400000,50000,Male,NA,7300,807,1103,0,0,0,0,0,0,0,0,0,0,NA,NA
7/19/2018 10:23:45,Facebook,E3,Software Engineer,202500,Menlo Park, CA,1,0,Distributed Systems (Back-End),115000,37500,50000,Male,NA,7300,807,1159,0,0,0,0,0,0,0,0,0,0,NA,NA
7/20/2018 1:40:14,Facebook,L6 PM,Product Manager,650000,Menlo Park, CA,13,6.5,Full Stack,0,0,0,NA,NA,7300,807,1166,0,0,0,0,0,0,0,0,0,0,NA,NA
7/21/2018 6:16:10,Facebook,E4,Software Engineer,257000,Menlo Park, CA,4,1,ML / AI,161000,80000,16000,Male,NA,7300,807,1173,0,0,0,0,0,0,0,0,0,0,NA,NA
7/24/2018 14:14:58,Facebook,E5,Software Engineer,420000,Seattle, WA,8,2,Full Stack,192000,220000,20000,Male,NA,11527,819,1195,0,0,0,0,0,0,0,0,0,0,NA,NA
8/8/2018 16:56:59,Facebook,E5,Software Engineer,385000,Menlo Park, CA,15,5,DevOps,0,0,0,NA,NA,7300,807,1303,0,0,0,0,0,0,0,0,0,0,NA,NA
8/9/2018 12:01:10,Facebook,E4,Software Engineer,239000,Menlo Park, CA,4,0,ML / AI,140000,60000,39000,NA,I have a PhD and I'm joining for a Research Scientist position.,7300,807,1325,0,0,1,0,0,0,0,0,0,0,NA,PhD
8/9/2018 15:36:45,Facebook,E6,Software Engineer,650000,Menlo Park, CA,7,5,Web Development (Front-End),210000,390000,50000,NA,jQuery dev,7300,807,1332,0,0,0,0,0,0,0,0,0,0,NA,NA
8/13/2018 13:51:28,Facebook,E4,Software Engineer,251000,New York, NY,6,0,Web Development (Front-End),160000,75000,16000,NA,50k signon,10182,501,1390,0,0,0,0,0,0,0,0,0,0,NA,NA
8/13/2018 15:35:03,Facebook,E4,Software Engineer,250000,Menlo Park, CA,2,2,API Development (Back-End),152000,52000,30000,NA,NA,7300,807,1391,0,0,0,0,0,0,0,0,0,0,NA,NA
8/13/2018 20:22:19,Facebook,E4,Software Engineer,243000,Menlo Park, CA,0,0,ML / AI,0,0,0,NA,NA,7300,807,1393,0,0,0,0,0,0,0,0,0,0,NA,NA
8/14/2018 15:30:44,Facebook,E4,Software Engineer,250000,San Francisco, CA,4,0.5,Full Stack,160000,75000,16000,NA,NA,7419,807,1407,0,0,0,0,0,0,0,0,0,0,NA,NA
8/14/2018 20:34:45,Facebook,E6,Software Engineer,600000,Menlo Park, CA,5,4.5,Full Stack,220000,300000,44000,NA,NA,7300,807,1416,0,0,0,0,0,0,0,0,0,0,NA,NA
8/19/2018 10:36:22,Facebook,E3,Software Engineer,165000,San Francisco, CA,1,0,General,110000,38000,6000,NA,NA,7419,807,1559,0,0,0,0,0,0,0,0,0,0,NA,NA
8/19/2018 19:45:45,Facebook,E3,Software Engineer,176000,Seattle, WA,0,0,Full Stack,110000,220000,10000,NA,NA,11527,819,1568,0,0,0,0,0,0,0,0,0,0,NA,NA
8/21/2018 5:23:05,Facebook,E7,Software Engineer,722000,San Jose, CA,8,8,Full Stack,258000,400000,64000,NA,NA,7422,807,1586,0,0,0,0,0,0,0,0,0,0,NA,NA
8/22/2018 0:08:24,Facebook,E6,Software Engineer,451000,Menlo Park, CA,25,1,Distributed Systems (Back-End),0,0,0,NA,NA,7300,807,1598,0,0,0,0,0,0,0,0,0,0,NA,NA
8/23/2018 21:31:44,Facebook,M1,Software Engineering Manager,514000,New York, NY,14,1,Mobile (iOS + Android),220000,250000,44000,NA,NA,10182,501,1642,0,0,0,0,0,0,0,0,0,0,NA,NA
8/25/2018 18:46:05,Facebook,L4 Product Manager,Product Manager,210000,Menlo Park, CA,5,1,iOS,145000,50000,15000,NA,NA,7300,807,1686,0,0,0,0,0,0,0,0,0,0,NA,NA
8/28/2018 11:46:23,Facebook,E4,Software Engineer,240000,Seattle, WA,3,0,Distributed Systems (Back-End),150000,55000,35000,NA,NA,11527,819,1731,0,0,0,0,0,0,0,0,0,0,NA,NA
8/28/2018 22:53:32,Facebook,E3,Software Engineer,172000,Menlo Park, CA,0,0,ML / AI,110000,37000,25000,NA,NA,7300,807,1742,0,0,0,0,0,0,0,0,0,0,NA,NA
9/2/2018 2:48:36,Facebook,E4,Software Engineer,260000,Menlo Park, CA,2,2,Full Stack,144000,100000,16000,NA,NA,7300,807,1797,0,0,0,0,0,0,0,0,0,0,NA,NA
9/2/2018 11:25:20,Facebook,E4,Software Engineer,265000,Menlo Park, CA,0,0,ML / AI,150000,80000,15000,NA,NA,7300,807,1799,0,0,0,0,0,0,0,0,0,0,NA,NA
9/2/2018 22:51:00,Facebook,L7 Product Manager,Product Manager,600000,San Francisco, CA,12,4,Pm,0,0,0,NA,NA,7419,807,1803,0,0,0,0,0,0,0,0,0,0,NA,NA
9/2/2018 22:53:59,Facebook,L7 Product Manager,Product Manager,600000,San Francisco, CA,12,4,Web Development (Front-End),0,0,0,NA,NA,7419,807,1804,0,0,0,0,0,0,0,0,0,0,NA,NA
9/6/2018 0:50:18,Facebook,IC4,Data Scientist,200000,Menlo Park, CA,5,0.25,Infrastructure,150000,35000,15000,NA,NA,7300,807,1859,0,0,0,0,0,0,0,0,0,0,NA,NA
9/6/2018 15:34:39,Facebook,E3,Software Engineer,165000,Menlo Park, CA,0,0,API Development (Back-End),115000,38000,12000,NA,NA,7300,807,1866,0,0,0,0,0,0,0,0,0,0,NA,NA
9/9/2018 8:54:39,Facebook,E3,Software Engineer,166000,Menlo Park, CA,0,0,Distributed Systems (Back-End),115000,40000,11000,NA,NA,7300,807,1970,0,0,0,0,0,0,0,0,0,0,NA,NA
9/10/2018 12:58:51,Facebook,E3,Software Engineer,172000,Menlo Park, CA,0,0,Distributed Systems (Back-End),127000,30000,13000,NA,NA,7300,807,1991,0,0,0,0,0,0,0,0,0,0,NA,NA
9/11/2018 19:58:49,Facebook,E4,Software Engineer,238000,Seattle, WA,1,1,Distributed Systems (Back-End),148000,75000,15000,NA,NA,11527,819,2017,0,0,0,0,0,0,0,0,0,0,NA,NA
9/14/2018 22:08:17,Facebook,E4,Software Engineer,210000,Seattle, WA,2,2,API Development (Back-End),142000,57000,10000,NA,NA,11527,819,2070,0,0,0,0,0,0,0,0,0,0,NA,NA
9/17/2018 15:37:28,Facebook,L5,Data Scientist,240000,Seattle, WA,10,1,Full Stack,171000,45000,24000,NA,NA,11527,819,2111,0,0,0,0,0,0,0,0,0,0,NA,NA
9/19/2018 21:42:14,Facebook,E3,Software Engineer,161000,Menlo Park, CA,0,0,SWE,110000,40000,11000,NA,Not Including Sign On,7300,807,2157,0,0,0,0,0,0,0,0,0,0,NA,NA
9/20/2018 10:45:28,Facebook,E4,Software Engineer,220000,Menlo Park, CA,5,1.5,Distributed Systems (Back-End),150000,55000,15000,NA,NA,7300,807,2165,0,0,0,0,0,0,0,0,0,0,NA,NA
9/22/2018 10:27:52,Facebook,E5,Software Engineer,362000,Seattle, WA,10,1,Distributed Systems (Back-End),194000,140000,28000,NA,NA,11527,819,2214,0,0,0,0,0,0,0,0,0,0,NA,NA
9/22/2018 20:19:49,Facebook,E4,Software Engineer,225000,Menlo Park, CA,3,2,Full Stack,150000,60000,15000,NA,NA,7300,807,2224,0,0,0,0,0,0,0,0,0,0,NA,NA
9/24/2018 11:04:40,Facebook,5,Software Engineer,577000,Menlo Park, CA,6,3,ML / AI,187000,363000,27000,NA,NA,7300,807,2252,0,0,0,0,0,0,0,0,0,0,NA,NA
9/24/2018 11:40:49,Facebook,L3,Product Manager,160000,Seattle, WA,1,1,Web,120000,40000,10000,NA,NA,11527,819,2253,0,0,0,0,0,0,0,0,0,0,NA,NA
9/24/2018 19:52:43,Facebook,IC4,Product Designer,250000,Menlo Park, CA,2,2,Web Design,140000,95000,15000,NA,NA,7300,807,2261,0,0,0,0,0,0,0,0,0,0,NA,NA
9/25/2018 9:12:40,Facebook,E4,Software Engineer,251000,Menlo Park, CA,3,1,Web Development (Front-End),160000,75000,16000,NA,NA,7300,807,2272,0,0,0,0,0,0,0,0,0,0,NA,NA
9/25/2018 10:50:32,Facebook,L5 Product Manager,Product Manager,310000,Seattle, WA,4,1,Pm,175000,110000,25000,NA,NA,11527,819,2275,0,0,0,0,0,0,0,0,0,0,NA,NA
9/27/2018 4:53:10,Facebook,E5,Software Engineer,410000,Menlo Park, CA,9,2,Dev infra,180000,200000,30000,NA,NA,7300,807,2346,0,0,0,0,0,0,0,0,0,0,NA,NA
9/27/2018 15:05:30,Facebook,E4,Software Engineer,255000,Menlo Park, CA,5,0,Full Stack,160000,45000,50000,NA,NA,7300,807,2376,0,0,0,0,0,0,0,0,0,0,NA,NA
9/27/2018 19:49:49,Facebook,E5,Software Engineer,380000,Menlo Park, CA,10,0,ML / AI,200000,150000,30000,NA,NA,7300,807,2398,0,0,0,0,0,0,0,0,0,0,NA,NA
9/27/2018 20:32:19,Facebook,E4,Software Engineer,276000,Seattle, WA,4,0,ML / AI,160000,100000,16000,NA,100k sign-on,11527,819,2401,0,0,0,0,0,0,0,0,0,0,NA,NA
9/28/2018 7:34:32,Facebook,E5,Software Engineer,350000,Menlo Park, CA,6,1,Full Stack,180000,140000,30000,NA,NA,7300,807,2420,0,0,0,0,0,0,0,0,0,0,NA,NA
9/28/2018 14:34:00,Facebook,E4,Software Engineer,200000,Menlo Park, CA,15,2,iOS,150000,50000,0,NA,NA,7300,807,2438,0,0,0,0,0,0,0,0,0,0,NA,NA
9/28/2018 15:16:55,Facebook,E4,Software Engineer,265000,New York, NY,3,0,ML / AI,150000,75000,40000,NA,NA,10182,501,2443,0,0,0,0,0,0,0,0,0,0,NA,NA
9/28/2018 15:21:08,Facebook,E4,Software Engineer,265000,New York, NY,3,0,ML / AI,150000,75000,40000,NA,NA,10182,501,2444,0,0,0,0,0,0,0,0,0,0,NA,NA
9/28/2018 22:07:47,Facebook,E4,Software Engineer,160000,San Francisco, CA,1,1,ML / AI,0,0,0,NA,NA,7419,807,2474,0,0,0,0,0,0,0,0,0,0,NA,NA
9/29/2018 2:32:44,Facebook,E4,Software Engineer,157000,Seattle, WA,4,0,Distributed Systems (Back-End),157000,75000,0,NA,NA,11527,819,2485,0,0,0,0,0,0,0,0,0,0,NA,NA
9/29/2018 9:21:40,Facebook,E3,Software Engineer,250000,Menlo Park, CA,1,1,Full Stack,115000,40000,0,NA,NA,7300,807,2509,0,0,0,0,0,0,0,0,0,0,NA,NA
9/30/2018 19:21:59,Facebook,E3,Software Engineer,159000,Menlo Park, CA,0,0,Other,115000,38000,6000,NA,NA,7300,807,2576,0,0,0,0,0,0,0,0,0,0,NA,NA
10/1/2018 14:19:06,Facebook,M1,Software Engineering Manager,550000,Seattle, WA,11,0,Full Stack,222000,275000,50000,NA,NA,11527,819,2594,0,0,0,0,0,0,0,0,0,0,NA,NA
10/2/2018 10:22:16,Facebook,E3,Software Engineer,176000,San Francisco, CA,1,1,Full Stack,110000,55000,11000,NA,NA,7419,807,2613,0,0,0,0,0,0,0,0,0,0,NA,NA
10/2/2018 13:12:13,Facebook,E3,Software Engineer,158000,Menlo Park, CA,2,0,API Development (Back-End),110000,38000,10000,NA,NA,7300,807,2618,0,0,0,0,0,0,0,0,0,0,NA,NA
10/2/2018 16:31:49,Facebook,E4,Software Engineer,277000,Menlo Park, CA,1,0,ML / AI,160000,100000,16000,NA,NA,7300,807,2624,0,0,0,0,0,0,0,0,0,0,NA,NA
10/4/2018 18:13:40,Facebook,E5,Software Engineer,400000,Menlo Park, CA,10,6,Web Development (Front-End),0,0,0,NA,NA,7300,807,2686,0,0,0,0,0,0,0,0,0,0,NA,NA
10/5/2018 1:42:42,Facebook,E5,Software Engineer,506000,New York, NY,3,3,Full Stack,186000,280000,40000,NA,NA,10182,501,2696,0,0,0,0,0,0,0,0,0,0,NA,NA
10/6/2018 11:48:53,Facebook,T3,Software Engineer,173000,Menlo Park, CA,0,0,Full Stack,115000,38000,20000,NA,NA,7300,807,2723,0,0,0,0,0,0,0,0,0,0,NA,NA
10/6/2018 18:25:57,Facebook,E4,Software Engineer,248000,Seattle, WA,3,0,Distributed Systems (Back-End),160000,72000,16000,NA,NA,11527,819,2729,0,0,0,0,0,0,0,0,0,0,NA,NA
10/6/2018 21:26:05,Facebook,E4,Software Engineer,220000,Seattle, WA,3,1.5,Full Stack,145000,60000,13000,NA,$4000 baby cash and 7% 401K matching,11527,819,2730,0,0,0,0,0,0,0,0,0,0,NA,NA
10/6/2018 23:22:09,Facebook,E4,Software Engineer,292000,Seattle, WA,4,0,Operating Systems,155000,75000,65000,NA,NA,11527,819,2732,0,0,0,0,0,0,0,0,0,0,NA,NA
10/8/2018 6:32:11,Facebook,E6,Software Engineer,458000,New York, NY,15,0,Distributed Systems (Back-End),215000,200000,43000,NA,NA,10182,501,2765,0,0,0,0,0,0,0,0,0,0,NA,NA
10/8/2018 10:15:19,Facebook,E3,Software Engineer,170000,Seattle, WA,0,0,Web Development (Front-End),110000,40000,15000,NA,NA,11527,819,2770,0,0,0,0,0,0,0,0,0,0,NA,NA
10/10/2018 14:20:56,Facebook,E5,Software Engineer,195000,San Francisco, CA,8,2,Distributed Systems (Back-End),0,0,0,NA,NA,7419,807,2831,0,0,0,0,0,0,0,0,0,0,NA,NA
10/13/2018 19:39:35,Facebook,E5,Software Engineer,330000,Menlo Park, CA,12,4,iOS,190000,120000,20000,NA,NA,7300,807,2903,0,0,0,0,0,0,0,0,0,0,NA,NA
10/14/2018 0:02:58,Facebook,E5,Software Engineer,365000,Seattle, WA,9,1,Distributed Systems (Back-End),185000,150000,30000,NA,NA,11527,819,2907,0,0,0,0,0,0,0,0,0,0,NA,NA
10/14/2018 8:53:39,Facebook,E6,Software Engineer,450000,Seattle, WA,10,1.5,ML / AI,210000,200000,40000,NA,NA,11527,819,2910,0,0,0,0,0,0,0,0,0,0,NA,NA
10/17/2018 10:14:14,Facebook,E3,Software Engineer,160000,Seattle, WA,0,0,Full Stack,110000,40000,11000,NA,NA,11527,819,2980,0,0,0,0,0,0,0,0,0,0,NA,NA
10/17/2018 20:34:55,Facebook,E4,Software Engineer,230000,Menlo Park, CA,1,1,ML / AI,145000,68000,15000,NA,NA,7300,807,2987,0,0,0,0,0,0,0,0,0,0,NA,NA
10/18/2018 17:30:41,Facebook,E4,Software Engineer,223000,Menlo Park, CA,2,2,Android,145000,63000,15000,NA,NA,7300,807,3003,0,0,0,0,0,0,0,0,0,0,NA,NA
10/19/2018 11:36:25,Facebook,E6,Software Engineer,520000,San Francisco, CA,13,0,Mobile (iOS + Android),225000,250000,45000,NA,NA,7419,807,3022,0,0,0,0,0,0,0,0,0,0,NA,NA
10/19/2018 19:51:23,Facebook,E6,Software Engineer,514000,Menlo Park, CA,20,2,iOS,220000,250000,44000,NA,NA,7300,807,3028,0,0,0,0,0,0,0,0,0,0,NA,NA
10/20/2018 8:56:22,Facebook,L5 Product Manager,Product Manager,345000,Menlo Park, CA,6,0,ML / AI,0,0,0,NA,NA,7300,807,3041,0,0,0,0,0,0,0,0,0,0,NA,NA
10/20/2018 11:19:15,Facebook,L3,Software Engineer,178000,Menlo Park, CA,0,0,New Grad,115000,40000,23000,NA,NA,7300,807,3044,0,0,0,0,0,0,0,0,0,0,NA,NA
10/21/2018 8:27:43,Facebook,E5,Software Engineer,245000,London, EN, United Kingdom,3,1,DevOps,130000,100000,15000,NA,NA,12008,0,3055,0,0,0,0,0,0,0,0,0,0,NA,NA
10/22/2018 20:43:05,Facebook,E6,Software Engineer,600000,San Francisco, CA,10,1,ML / AI,0,0,0,NA,NA,7419,807,3076,0,0,0,0,0,0,0,0,0,0,NA,NA
10/23/2018 12:12:08,Facebook,E3,Software Engineer,158000,Seattle, WA,0,0,Full Stack,110000,37000,11000,NA,NA,11527,819,3090,0,0,0,0,0,0,0,0,0,0,NA,NA
10/23/2018 20:50:27,Facebook,E6,Software Engineer,600000,Seattle, WA,12,4,Mobile (iOS + Android),0,0,0,NA,NA,11527,819,3100,0,0,0,0,0,0,0,0,0,0,NA,NA
10/26/2018 19:45:54,Facebook,E3,Software Engineer,201000,Washington, DC,0,0,Full Stack,110000,55000,36000,NA,NA,40303,511,3151,0,0,0,0,0,0,0,0,0,0,NA,NA
10/27/2018 17:55:28,Facebook,E6,Software Engineer,702000,Seattle, WA,12,3,Distributed Systems (Back-End),216000,400000,86000,NA,NA,11527,819,3171,0,0,0,0,0,0,0,0,0,0,NA,NA
10/28/2018 16:36:57,Facebook,IC3,Data Scientist,193000,San Francisco, CA,1,0,ML / AI,0,0,0,NA,NA,7419,807,3179,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 15:45:10,Facebook,E3,Software Engineer,157000,Menlo Park, CA,0,0,Full Stack,110000,37000,11000,NA,NA,7300,807,3226,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 15:46:19,Facebook,E3,Software Engineer,166000,Menlo Park, CA,0,0,ML / AI,115000,40000,11000,NA,NA,7300,807,3227,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 16:25:19,Facebook,E4,Software Engineer,218000,Menlo Park, CA,5,1,Distributed Systems (Back-End),148000,55000,15000,NA,NA,7300,807,3237,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 16:31:39,Facebook,E3,Software Engineer,173000,Boston, MA,0,0,ML / AI,115000,40000,15000,NA,NA,8816,506,3241,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 17:09:42,Facebook,E6,Software Engineer,664000,Menlo Park, CA,24,1,ML / AI,220000,400000,44000,NA,NA,7300,807,3261,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 17:11:39,Facebook,E5,Software Engineer,360000,Seattle, WA,2,2,Distributed Systems (Back-End),180000,160000,20000,NA,NA,11527,819,3262,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 17:33:56,Facebook,E4,Software Engineer,214000,Boston, MA,3,0,Traffic,145000,55000,14000,NA,NA,8816,506,3280,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 18:19:42,Facebook,E4,Software Engineer,251000,Menlo Park, CA,5,0,iOS,160000,75000,16000,NA,NA,7300,807,3312,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 18:25:30,Facebook,E3,Software Engineer,220000,Seattle, WA,0,0,General Software Engineering,115000,55000,50000,NA,NA,11527,819,3320,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 18:27:57,Facebook,E5,Software Engineer,360000,Seattle, WA,10,2,Distributed Systems (Back-End),180000,150000,30000,NA,NA,11527,819,3322,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 18:41:54,Facebook,M2,Software Engineering Manager,950000,New York, NY,12,1,ML / AI,0,0,0,NA,NA,10182,501,3329,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 19:19:17,Facebook,E5,Software Engineer,295000,Menlo Park, CA,7,1,Mobile (iOS + Android),170000,100000,25000,NA,NA,7300,807,3352,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 19:25:05,Facebook,IC6,Data Scientist,385000,Menlo Park, CA,6,3,Data Science Manager,205000,135000,50000,NA,NA,7300,807,3357,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 19:32:54,Facebook,M1,Software Engineering Manager,447000,New York, NY,10,3,Android,206000,200000,41000,NA,NA,10182,501,3361,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 20:06:46,Facebook,IC5,Data Scientist,280000,San Francisco, CA,3,0,product analytics,185000,67000,28000,NA,NA,7419,807,3378,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 20:11:10,Facebook,E5,Software Engineer,369000,Seattle, WA,6,0,ML / AI,190000,150000,29000,NA,NA,11527,819,3381,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 20:22:04,Facebook,E3,Software Engineer,163000,Seattle, WA,0,0,Android,115000,37000,11000,NA,NA,11527,819,3388,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 21:47:15,Facebook,E6,Software Engineer,800000,Seattle, WA,15,5,Android,220000,550000,30000,NA,NA,11527,819,3419,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 23:20:50,Facebook,E3,Software Engineer,110000,Seattle, WA,0,0,Distributed Systems (Back-End),0,0,0,NA,NA,11527,819,3461,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 23:21:42,Facebook,E3,Software Engineer,110000,Seattle, WA,0,0,Distributed Systems (Back-End),0,0,0,NA,NA,11527,819,3463,0,0,0,0,0,0,0,0,0,0,NA,NA
10/31/2018 23:55:30,Facebook,E4,Software Engineer,240000,Seattle, WA,8,1,ML / AI,0,0,0,NA,NA,11527,819,3469,0,0,0,0,0,0,0,0,0,0,NA,NA
11/1/2018 0:40:27,Facebook,E4,Software Engineer,220000,London, EN, United Kingdom,7,0,API Development (Back-End),103000,50000,65000,NA,NA,12008,0,3480,0,0,0,0,0,0,0,0,0,0,NA,NA
11/1/2018 1:16:02,Facebook,E3,Software Engineer,176000,Menlo Park, CA,0,0,Android,110000,55000,11000,NA,NA,7300,807,3487,0,0,0,0,0,0,0,0,0,0,NA,NA
11/1/2018 1:18:21,Facebook,E4,Software Engineer,108000,London, EN, United Kingdom,6,1,Full Stack,0,0,0,NA,NA,12008,0,3489,0,0,0,0,0,0,0,0,0,0,NA,NA
11/1/2018 11:38:52,Facebook,E3,Software Engineer,167000,Seattle, WA,0,0,Android,110000,40000,17000,NA,NA,11527,819,3557,0,0,0,0,0,0,0,0,0,0,NA,NA
11/1/2018 19:29:27,Facebook,E3,Software Engineer,178000,Menlo Park, CA,0,0,API Development (Back-End),115000,40000,23000,NA,I have a MS in CS; my starting bonus was 75,000,7300,807,3585,0,0,0,0,0,0,0,0,0,0,NA,NA
